#UPS-spectrum

#Date/time: 	2018-03-26__17-34-57


#AK pressure: 	8,69E-9 	mbar
#Pass energy: 	15.0 	eV
#Volt. bias: 	-15.0 	V
#Volt. lens: 	-15.0 	V
#Step width: 	20.0 	meV
#Counttime: 	200.0 	ms
#Vor: 	16.0 	V
#Nach: 	5.0 	V
#slope: 	0.613 	V/s
#offset: 	-48.850 	V


#Slope: 	72.7 	mV/s
#Counttime: 	200.0 	ms




#E_k 	 cps 	 Ana 	 Hemi 	 Hemo 	 EP 	 Mt + 	 + meas


4,186	000000	-4,000	-3,002	-4,676	15,187	220	11
4,164	000000	-3,975	-2,977	-4,651	15,189	216	11
4,144	000000	-3,957	-2,959	-4,632	15,187	205	10
4,128	000000	-3,938	-2,940	-4,614	15,190	214	11
4,106	000000	-3,919	-2,922	-4,595	15,187	212	11
4,091	000000	-3,901	-2,903	-4,576	15,190	211	11
4,069	000000	-3,882	-2,884	-4,558	15,187	213	12
4,045	000000	-3,858	-2,859	-4,533	15,188	211	12
4,030	000000	-3,839	-2,840	-4,514	15,191	212	13
4,009	000000	-3,820	-2,822	-4,495	15,189	205	10
3,993	000000	-3,802	-2,803	-4,477	15,191	214	11
3,976	000000	-3,784	-2,785	-4,459	15,192	213	11
3,972	000000	-3,765	-2,767	-4,442	15,207	214	11
3,947	000000	-3,740	-2,742	-4,417	15,207	209	11
3,931	000000	-3,721	-2,723	-4,399	15,210	210	11
3,911	000000	-3,703	-2,704	-4,380	15,208	204	10
3,897	000000	-3,685	-2,686	-4,362	15,212	204	10
3,876	000000	-3,666	-2,667	-4,343	15,210	204	11
3,859	000000	-3,647	-2,648	-4,324	15,211	214	12
3,835	000000	-3,623	-2,624	-4,300	15,213	214	11
3,817	000000	-3,604	-2,605	-4,281	15,213	214	11
3,801	000000	-3,586	-2,587	-4,263	15,215	204	10
3,780	000000	-3,567	-2,568	-4,244	15,213	213	11
3,762	000000	-3,549	-2,549	-4,226	15,213	215	11
3,743	000000	-3,530	-2,531	-4,207	15,213	221	11
3,724	000000	-3,511	-2,512	-4,188	15,212	221	11
3,700	000000	-3,487	-2,487	-4,164	15,213	204	12
3,682	000000	-3,468	-2,469	-4,145	15,214	221	11
3,659	000000	-3,449	-2,450	-4,126	15,210	212	12
3,645	000000	-3,431	-2,432	-4,108	15,214	214	11
3,625	000000	-3,412	-2,413	-4,089	15,213	205	11
3,609	000000	-3,394	-2,395	-4,071	15,215	220	12
3,584	000000	-3,369	-2,370	-4,046	15,215	211	12
3,567	000000	-3,351	-2,351	-4,028	15,216	206	11
3,546	000000	-3,332	-2,333	-4,009	15,214	214	11
3,527	000000	-3,314	-2,314	-3,990	15,214	205	11
3,512	000000	-3,296	-2,296	-3,972	15,216	204	11
3,491	000000	-3,277	-2,277	-3,953	15,214	204	14
3,470	000000	-3,252	-2,252	-3,929	15,218	215	12
3,448	000000	-3,234	-2,234	-3,910	15,214	222	11
3,431	000000	-3,216	-2,215	-3,892	15,216	216	11
3,411	000000	-3,197	-2,197	-3,873	15,215	215	11
3,396	000000	-3,178	-2,178	-3,855	15,218	221	11
3,377	000000	-3,160	-2,160	-3,836	15,217	205	10
3,353	000000	-3,135	-2,135	-3,812	15,218	205	10
3,332	000000	-3,117	-2,117	-3,793	15,215	217	11
3,315	000000	-3,099	-2,098	-3,775	15,216	218	11
3,296	000000	-3,080	-2,080	-3,756	15,216	218	11
3,279	000000	-3,061	-2,061	-3,738	15,218	218	11
3,259	000000	-3,043	-2,042	-3,719	15,217	206	10
3,234	000000	-3,018	-2,018	-3,694	15,215	205	10
3,221	000000	-3,000	-1,999	-3,676	15,221	223	11
3,201	000000	-2,981	-1,981	-3,657	15,220	205	10
3,181	000000	-2,963	-1,962	-3,639	15,218	215	11
3,161	000000	-2,945	-1,944	-3,621	15,216	205	10
3,144	000000	-2,926	-1,926	-3,602	15,218	207	10
3,121	000000	-2,902	-1,901	-3,578	15,219	218	11
3,102	000000	-2,883	-1,882	-3,559	15,219	218	11
3,080	000000	-2,865	-1,864	-3,540	15,215	218	11
3,063	000000	-2,846	-1,846	-3,522	15,216	207	10
3,044	000000	-2,828	-1,827	-3,504	15,216	221	11
3,027	000000	-2,809	-1,808	-3,485	15,218	224	11
3,009	000000	-2,790	-1,790	-3,466	15,218	223	11
2,979	000000	-2,766	-1,765	-3,441	15,214	205	10
2,965	000000	-2,747	-1,746	-3,423	15,218	205	10
2,947	000000	-2,729	-1,728	-3,405	15,218	204	10
2,928	000000	-2,710	-1,709	-3,386	15,218	204	12
2,912	000000	-2,691	-1,690	-3,367	15,220	204	10
2,893	000000	-2,673	-1,672	-3,348	15,220	205	11
2,868	000000	-2,648	-1,646	-3,323	15,220	215	11
2,850	000000	-2,630	-1,628	-3,305	15,220	213	12
2,832	000000	-2,611	-1,609	-3,286	15,222	218	11
2,813	000000	-2,592	-1,591	-3,268	15,221	221	11
2,795	000000	-2,573	-1,572	-3,249	15,221	220	12
2,778	000000	-2,555	-1,553	-3,231	15,223	204	10
2,752	000000	-2,530	-1,529	-3,206	15,222	216	11
2,732	000000	-2,511	-1,510	-3,187	15,221	216	11
2,716	000000	-2,493	-1,491	-3,168	15,223	216	11
2,694	000000	-2,474	-1,473	-3,150	15,220	213	11
2,678	000000	-2,456	-1,454	-3,131	15,222	223	11
2,659	000000	-2,437	-1,435	-3,112	15,222	204	11
2,636	000000	-2,413	-1,411	-3,088	15,223	204	10
2,617	000000	-2,394	-1,392	-3,069	15,224	204	11
2,599	000000	-2,376	-1,374	-3,051	15,224	214	11
2,581	000000	-2,357	-1,355	-3,032	15,224	213	12
2,561	000000	-2,338	-1,336	-3,014	15,223	215	11
2,544	000000	-2,320	-1,318	-2,995	15,224	216	11
2,522	000000	-2,295	-1,293	-2,970	15,227	207	10
2,501	000000	-2,277	-1,274	-2,952	15,225	217	11
2,482	000000	-2,258	-1,256	-2,933	15,224	205	10
2,464	000000	-2,239	-1,237	-2,915	15,224	216	11
2,445	000000	-2,221	-1,219	-2,896	15,224	224	11
2,433	000000	-2,202	-1,199	-2,877	15,231	216	11
2,414	000000	-2,184	-1,181	-2,859	15,230	217	12
2,390	000000	-2,159	-1,156	-2,834	15,231	217	11
2,371	000000	-2,140	-1,137	-2,815	15,231	215	11
2,354	000000	-2,122	-1,118	-2,796	15,233	224	12
2,337	000000	-2,103	-1,099	-2,778	15,234	223	11
2,317	000000	-2,084	-1,081	-2,759	15,233	206	10
2,298	000000	-2,065	-1,062	-2,740	15,233	213	11
2,275	000000	-2,040	-1,037	-2,715	15,235	224	11
2,255	000000	-2,022	-1,018	-2,697	15,234	213	11
2,238	000000	-2,004	-1,000	-2,678	15,235	210	11
2,221	000000	-1,985	-0,982	-2,660	15,235	208	11
2,205	000000	-1,966	-0,963	-2,641	15,239	204	10
2,185	000000	-1,948	-0,944	-2,623	15,237	208	10
2,158	000000	-1,923	-0,919	-2,598	15,235	224	11
2,140	000000	-1,905	-0,901	-2,580	15,235	223	11
2,123	000000	-1,886	-0,882	-2,561	15,237	224	11
2,106	000000	-1,868	-0,863	-2,542	15,238	204	10
2,091	000000	-1,849	-0,844	-2,524	15,242	206	10
2,066	000000	-1,831	-0,827	-2,505	15,236	205	10
2,042	000000	-1,806	-0,802	-2,480	15,236	206	10
2,031	000000	-1,787	-0,783	-2,462	15,243	221	11
2,012	000000	-1,769	-0,764	-2,443	15,243	204	10
1,993	000000	-1,750	-0,746	-2,425	15,242	207	10
1,973	000000	-1,732	-0,727	-2,406	15,241	224	11
1,956	000000	-1,713	-0,709	-2,388	15,242	208	11
1,931	000000	-1,689	-0,684	-2,363	15,242	205	10
1,909	000000	-1,670	-0,665	-2,344	15,240	218	11
1,894	000000	-1,651	-0,646	-2,326	15,243	214	11
1,875	000000	-1,633	-0,628	-2,307	15,243	219	11
1,854	000000	-1,614	-0,609	-2,288	15,240	205	10
1,833	000000	-1,595	-0,591	-2,270	15,237	207	10
1,814	000000	-1,571	-0,565	-2,245	15,243	205	10
1,795	000000	-1,552	-0,547	-2,226	15,243	223	14
1,773	000000	-1,533	-0,528	-2,207	15,240	205	11
1,758	000000	-1,515	-0,510	-2,189	15,243	205	10
1,742	000000	-1,496	-0,490	-2,170	15,246	215	11
1,722	000000	-1,477	-0,472	-2,151	15,245	216	12
1,707	000000	-1,459	-0,453	-2,133	15,249	206	14
1,681	000000	-1,434	-0,429	-2,108	15,247	213	11
1,661	000000	-1,416	-0,410	-2,090	15,246	210	10
1,643	000000	-1,397	-0,391	-2,071	15,246	216	11
1,624	000000	-1,378	-0,373	-2,052	15,246	205	11
1,605	000000	-1,360	-0,354	-2,034	15,245	205	10
1,587	000000	-1,341	-0,336	-2,015	15,246	215	11
1,564	000000	-1,317	-0,311	-1,990	15,248	215	11
1,545	000000	-1,298	-0,292	-1,972	15,247	216	12
1,527	000000	-1,279	-0,273	-1,953	15,248	216	11
1,507	000000	-1,260	-0,254	-1,934	15,247	212	11
1,492	000000	-1,242	-0,236	-1,916	15,250	210	10
1,470	000000	-1,224	-0,218	-1,897	15,247	204	10
1,446	000000	-1,198	-0,193	-1,873	15,248	221	11
1,429	000000	-1,180	-0,174	-1,854	15,249	205	10
1,411	000000	-1,162	-0,156	-1,836	15,249	204	10
1,395	000000	-1,143	-0,137	-1,817	15,252	216	11
1,373	000000	-1,124	-0,118	-1,798	15,249	216	12
1,356	000000	-1,106	-0,100	-1,780	15,250	216	12
1,331	000000	-1,081	-0,075	-1,755	15,250	212	12
1,315	000000	-1,062	-0,056	-1,737	15,252	215	10
1,296	000000	-1,044	-0,038	-1,718	15,251	221	12
1,277	000000	-1,025	-0,019	-1,700	15,252	205	10
1,260	000000	-1,007	-0,001	-1,681	15,253	223	11
1,244	000000	-0,989	0,018	-1,663	15,255	216	11
1,219	000000	-0,964	0,043	-1,638	15,255	204	10
1,199	000000	-0,945	0,062	-1,619	15,254	221	13
1,183	000000	-0,926	0,081	-1,600	15,257	213	12
1,161	000000	-0,907	0,099	-1,581	15,253	215	12
1,147	000000	-0,889	0,118	-1,563	15,258	222	12
1,126	000000	-0,870	0,137	-1,544	15,256	211	11
1,098	000000	-0,846	0,161	-1,519	15,253	205	10
1,079	000000	-0,827	0,180	-1,501	15,252	205	10
1,061	000000	-0,808	0,199	-1,482	15,253	220	12
1,043	000000	-0,790	0,217	-1,463	15,253	205	10
1,028	000000	-0,771	0,236	-1,445	15,257	217	11
1,008	000000	-0,752	0,255	-1,426	15,256	217	11
0,991	000000	-0,734	0,273	-1,408	15,257	221	11
0,968	000000	-0,709	0,298	-1,383	15,259	222	11
0,945	000000	-0,690	0,317	-1,364	15,255	222	11
0,933	000000	-0,672	0,336	-1,346	15,261	205	10
0,911	000000	-0,653	0,354	-1,327	15,258	224	11
0,895	000000	-0,635	0,373	-1,308	15,260	224	11
0,876	000000	-0,616	0,391	-1,290	15,260	224	11
0,850	000000	-0,591	0,416	-1,265	15,258	223	11
0,832	000000	-0,573	0,435	-1,247	15,259	224	11
0,810	000000	-0,554	0,453	-1,228	15,256	205	10
0,797	000000	-0,536	0,472	-1,209	15,261	206	10
0,769	000000	-0,517	0,490	-1,190	15,252	206	10
0,753	000000	-0,499	0,509	-1,172	15,255	206	10
0,726	000000	-0,474	0,534	-1,147	15,252	224	11
0,714	000000	-0,455	0,553	-1,128	15,259	207	10
0,696	000000	-0,436	0,572	-1,109	15,260	221	11
0,678	000000	-0,418	0,590	-1,091	15,260	221	11
0,658	000000	-0,399	0,609	-1,072	15,258	217	11
0,643	000000	-0,381	0,628	-1,054	15,263	223	12
0,619	000000	-0,356	0,653	-1,029	15,264	205	10
0,593	000000	-0,337	0,671	-1,010	15,256	217	11
0,579	000000	-0,318	0,690	-0,991	15,261	214	11
0,556	000000	-0,299	0,709	-0,972	15,256	214	11
0,540	000000	-0,281	0,728	-0,953	15,259	205	11
0,520	000000	-0,262	0,747	-0,935	15,258	221	12
0,497	000000	-0,237	0,771	-0,910	15,260	204	10
0,482	000000	-0,219	0,790	-0,892	15,263	218	11
0,459	000000	-0,200	0,809	-0,873	15,259	217	12
0,444	000000	-0,181	0,828	-0,854	15,262	217	11
0,423	000000	-0,163	0,846	-0,835	15,260	205	11
0,403	000000	-0,144	0,865	-0,816	15,259	211	11
0,381	000000	-0,119	0,890	-0,792	15,262	206	10
0,366	000000	-0,101	0,909	-0,773	15,265	205	10
0,342	000000	-0,082	0,927	-0,754	15,260	217	12
0,330	000000	-0,063	0,946	-0,736	15,267	207	10
0,306	000000	-0,045	0,964	-0,717	15,261	210	12
0,292	000000	-0,026	0,983	-0,698	15,266	217	11
0,270	000000	-0,007	1,002	-0,680	15,263	217	11
0,245	000000	0,017	1,027	-0,655	15,262	217	12
0,228	000000	0,036	1,045	-0,636	15,264	214	11
0,210	000000	0,054	1,064	-0,618	15,264	209	11
0,192	000000	0,073	1,082	-0,599	15,265	220	11
0,173	000000	0,092	1,101	-0,580	15,264	205	11
0,154	000000	0,110	1,120	-0,562	15,264	205	10
0,129	000000	0,135	1,144	-0,537	15,263	221	11
0,113	000000	0,153	1,163	-0,519	15,266	221	11
0,092	000000	0,172	1,182	-0,500	15,264	217	11
0,077	000000	0,191	1,201	-0,481	15,268	204	13
0,057	000000	0,210	1,220	-0,462	15,267	205	11
0,041	000000	0,228	1,238	-0,444	15,270	215	11
0,016	000000	0,253	1,263	-0,419	15,269	205	11
-0,007	000000	0,272	1,282	-0,400	15,265	206	10
-0,020	000000	0,290	1,301	-0,381	15,270	206	13
-0,045	000000	0,309	1,319	-0,362	15,264	207	11
-0,058	000000	0,328	1,338	-0,344	15,269	207	10
-0,080	000000	0,346	1,357	-0,325	15,266	212	11
-0,104	000000	0,371	1,382	-0,300	15,267	214	11
-0,125	000000	0,390	1,401	-0,281	15,266	219	11
-0,141	000000	0,409	1,420	-0,262	15,268	220	12
-0,157	000000	0,428	1,438	-0,244	15,270	220	11
-0,175	000000	0,446	1,457	-0,225	15,271	205	10
-0,197	000000	0,465	1,476	-0,206	15,269	219	11
-0,221	000000	0,490	1,501	-0,181	15,269	219	11
-0,239	000000	0,509	1,520	-0,163	15,270	204	10
-0,258	000000	0,528	1,539	-0,143	15,270	211	10
-0,275	000000	0,546	1,557	-0,125	15,271	219	12
-0,295	000000	0,565	1,576	-0,106	15,270	210	10
-0,309	000000	0,584	1,595	-0,088	15,275	220	11
-0,334	000000	0,608	1,620	-0,063	15,275	219	11
-0,357	000000	0,627	1,638	-0,044	15,270	217	11
-0,372	000000	0,645	1,657	-0,026	15,274	222	11
-0,391	000000	0,664	1,676	-0,007	15,273	222	11
-0,409	000000	0,683	1,694	0,011	15,274	205	10
-0,429	000000	0,701	1,713	0,030	15,272	223	11
-0,446	000000	0,720	1,731	0,049	15,274	222	11
-0,473	000000	0,744	1,756	0,073	15,271	220	11
-0,706	000000	0,763	1,750	0,091	15,056	220	11
-0,596	000000	0,781	1,783	0,110	15,185	208	12
-0,616	000000	0,800	1,801	0,128	15,184	222	11
-0,624	000000	0,818	1,821	0,147	15,194	224	11
-0,626	000000	0,837	1,841	0,165	15,210	212	12
-0,613	000000	0,861	1,870	0,190	15,248	212	12
-0,676	000000	0,880	1,884	0,209	15,204	206	10
-0,701	000000	0,898	1,902	0,227	15,198	216	11
-0,731	000000	0,917	1,919	0,246	15,185	223	11
-0,751	000000	0,936	1,938	0,265	15,184	221	11
-0,769	000000	0,954	1,956	0,283	15,185	212	12
-0,793	000000	0,979	1,981	0,308	15,186	212	11
-0,813	000000	0,997	1,999	0,326	15,184	212	11
-0,829	000000	1,016	2,018	0,345	15,187	223	13
-0,848	000000	1,035	2,037	0,364	15,187	216	11
-0,880	000000	1,053	2,054	0,382	15,173	204	10
-0,904	000000	1,072	2,072	0,401	15,168	221	11
-0,926	000000	1,097	2,097	0,426	15,171	212	11
-0,945	000000	1,116	2,116	0,444	15,171	214	11
-0,965	000000	1,134	2,134	0,463	15,169	210	11
-0,982	000000	1,152	2,153	0,482	15,171	211	11
-1,002	000000	1,171	2,171	0,500	15,169	206	10
-1,020	000000	1,189	2,190	0,518	15,169	218	12
-1,045	000000	1,214	2,214	0,543	15,169	204	10
-1,061	000000	1,232	2,233	0,561	15,171	223	11
-1,078	000000	1,251	2,252	0,580	15,172	213	11
-1,096	000000	1,269	2,270	0,598	15,174	212	12
-1,117	000000	1,288	2,289	0,617	15,171	211	11
-1,134	000000	1,306	2,307	0,636	15,172	207	11
-1,160	000000	1,331	2,332	0,661	15,171	217	11
-1,179	000000	1,349	2,351	0,679	15,171	223	14
-1,195	000000	1,368	2,369	0,697	15,172	221	11
-1,208	000000	1,386	2,388	0,716	15,178	212	11
-1,232	000000	1,405	2,406	0,734	15,173	212	11
-1,217	000000	1,423	2,428	0,753	15,207	211	11
-1,177	000000	1,442	2,453	0,771	15,266	211	11
-1,203	000000	1,467	2,478	0,796	15,264	218	13
-1,218	000000	1,485	2,497	0,815	15,267	205	10
-1,332	000000	1,504	2,505	0,834	15,172	223	11
-1,347	000000	1,523	2,524	0,852	15,175	222	13
-1,369	000000	1,541	2,543	0,871	15,172	212	11
-1,385	000000	1,560	2,561	0,890	15,175	212	11
-1,407	000000	1,584	2,586	0,914	15,178	220	11
-1,429	000000	1,603	2,605	0,933	15,174	209	11
-1,446	000000	1,622	2,624	0,952	15,176	222	11
-1,463	000000	1,640	2,642	0,970	15,177	224	11
-1,408	000000	1,659	2,669	0,989	15,251	221	11
-1,499	000000	1,678	2,680	1,008	15,179	222	11
-1,517	000000	1,703	2,707	1,033	15,186	213	11
-1,454	000000	1,722	2,734	1,052	15,268	205	10
-1,466	000000	1,740	2,753	1,070	15,274	218	11
-1,485	000000	1,759	2,772	1,089	15,274	223	11
-1,520	000000	1,778	2,789	1,108	15,258	221	11
-1,619	000000	1,796	2,799	1,126	15,177	220	11
-1,642	000000	1,821	2,824	1,151	15,179	222	11
-1,658	000000	1,839	2,842	1,170	15,181	220	11
-1,681	000000	1,858	2,861	1,188	15,178	206	10
-1,699	000000	1,877	2,879	1,207	15,178	220	11
-1,716	000000	1,896	2,898	1,226	15,180	214	11
-1,734	000000	1,914	2,917	1,245	15,180	223	11
-1,759	000000	1,939	2,941	1,269	15,180	222	11
-1,777	000000	1,957	2,960	1,288	15,180	222	11
-1,796	000000	1,976	2,979	1,307	15,181	215	11
-1,813	000000	1,995	2,998	1,325	15,182	215	11
-1,833	000000	2,014	3,017	1,344	15,181	222	11
-1,815	000000	2,032	3,039	1,363	15,218	224	11
-1,775	000000	2,050	3,064	1,381	15,275	212	12
-1,799	000000	2,074	3,090	1,407	15,275	212	12
-1,815	000000	2,093	3,108	1,425	15,277	211	11
-1,837	000000	2,112	3,127	1,444	15,274	223	11
-1,853	000000	2,130	3,146	1,463	15,277	204	11
-1,873	000000	2,149	3,164	1,481	15,276	223	11
-1,890	000000	2,167	3,183	1,500	15,278	207	11
-1,915	000000	2,192	3,208	1,525	15,277	215	11
-1,934	000000	2,210	3,226	1,543	15,277	213	11
-1,950	000000	2,229	3,245	1,562	15,279	213	11
-1,972	000000	2,248	3,264	1,581	15,276	213	11
-1,988	000000	2,267	3,283	1,599	15,278	207	11
-2,004	000000	2,285	3,301	1,618	15,281	221	11
-2,030	000000	2,310	3,326	1,643	15,280	205	10
-2,049	000000	2,328	3,344	1,661	15,279	223	11
-2,064	000000	2,347	3,363	1,679	15,282	223	11
-2,085	000000	2,365	3,382	1,698	15,280	223	11
-2,102	000000	2,384	3,400	1,716	15,282	212	12
-2,123	000000	2,402	3,418	1,735	15,280	206	11
-2,146	000000	2,427	3,443	1,760	15,280	211	11
-2,163	000000	2,445	3,462	1,778	15,282	214	11
-2,184	000000	2,464	3,481	1,797	15,280	221	13
-2,197	000000	2,482	3,499	1,815	15,285	221	12
-2,218	000000	2,501	3,517	1,833	15,283	213	12
-2,237	000000	2,519	3,536	1,852	15,282	211	11
-2,262	000000	2,543	3,560	1,876	15,281	211	11
-2,293	000000	2,562	3,577	1,895	15,270	211	11
-2,340	000000	2,580	3,593	1,913	15,240	220	12
-2,312	000000	2,599	3,616	1,932	15,288	221	11
-2,334	000000	2,618	3,635	1,951	15,283	204	10
-2,349	000000	2,636	3,653	1,969	15,287	218	11
-2,379	000000	2,661	3,678	1,994	15,282	213	11
-2,396	000000	2,679	3,696	2,012	15,283	211	11
-2,412	000000	2,698	3,715	2,031	15,285	205	10
-2,427	000000	2,716	3,733	2,049	15,289	216	11
-2,433	000000	2,734	3,752	2,066	15,302	223	11
-2,450	000000	2,753	3,770	2,084	15,303	205	11
-2,473	000000	2,772	3,789	2,103	15,298	222	11
-2,494	000000	2,796	3,813	2,128	15,302	221	11
-2,512	000000	2,815	3,832	2,146	15,303	223	11
-2,532	000000	2,833	3,850	2,165	15,301	208	11
-2,547	000000	2,852	3,869	2,183	15,304	208	11
-2,563	000000	2,870	3,888	2,201	15,307	206	10
-2,580	000000	2,889	3,906	2,220	15,308	222	11
-2,610	000000	2,913	3,931	2,245	15,303	222	11
-2,624	000000	2,932	3,949	2,263	15,308	205	10
-2,649	000000	2,950	3,968	2,282	15,301	222	11
-2,665	000000	2,969	3,986	2,300	15,303	220	11
-2,679	000000	2,987	4,006	2,319	15,308	209	10
-2,699	000000	3,006	4,024	2,338	15,307	214	11
-2,726	000000	3,031	4,049	2,363	15,305	218	11
-2,747	000000	3,049	4,067	2,381	15,302	223	11
-2,758	000000	3,068	4,087	2,400	15,311	219	11
-2,782	000000	3,087	4,105	2,419	15,305	222	11
-2,801	000000	3,105	4,123	2,437	15,304	207	10
-2,814	000000	3,124	4,142	2,455	15,310	206	10
-2,840	000000	3,149	4,167	2,480	15,309	212	11
-2,860	000000	3,167	4,185	2,499	15,307	223	11
-2,879	000000	3,186	4,204	2,518	15,306	222	11
-2,897	000000	3,204	4,223	2,536	15,307	204	11
-2,916	000000	3,223	4,241	2,555	15,307	213	11
-2,936	000000	3,241	4,260	2,574	15,305	206	11
-2,959	000000	3,266	4,285	2,598	15,307	204	11
-2,978	000000	3,285	4,304	2,617	15,307	217	11
-2,998	000000	3,304	4,322	2,636	15,305	212	11
-3,013	000000	3,322	4,341	2,654	15,309	215	12
-3,033	000000	3,341	4,359	2,673	15,308	204	11
-3,049	000000	3,359	4,378	2,691	15,310	209	11
-3,073	000000	3,383	4,402	2,716	15,310	212	11
-3,090	000000	3,402	4,421	2,734	15,312	212	11
-3,110	000000	3,420	4,439	2,753	15,310	206	10
-3,128	000000	3,439	4,458	2,771	15,311	210	11
-3,147	000000	3,457	4,476	2,790	15,310	203	11
-3,163	000000	3,475	4,495	2,807	15,312	215	12
-3,183	000000	3,494	4,513	2,826	15,311	212	11
-3,207	000000	3,518	4,537	2,850	15,310	212	12
-3,223	000000	3,536	4,556	2,869	15,313	212	12
-3,243	000000	3,555	4,575	2,888	15,312	212	12
-3,260	000000	3,574	4,594	2,907	15,314	211	12
-3,277	000000	3,592	4,612	2,925	15,315	220	12
-3,297	000000	3,610	4,630	2,943	15,314	219	11
-3,324	000000	3,635	4,655	2,968	15,311	221	11
-3,339	000000	3,654	4,674	2,987	15,315	222	12
-3,355	000000	3,672	4,693	3,005	15,318	204	11
-3,375	000000	3,691	4,711	3,024	15,316	213	15
-3,393	000000	3,709	4,729	3,042	15,316	212	13
-3,412	000000	3,728	4,748	3,061	15,316	211	12
-3,436	000000	3,752	4,773	3,085	15,316	223	11
-3,443	000000	3,771	4,792	3,103	15,328	214	11
-3,473	000000	3,789	4,810	3,122	15,316	214	12
-3,492	000000	3,808	4,828	3,141	15,316	212	12
-3,509	000000	3,827	4,847	3,160	15,318	212	12
-3,527	000000	3,845	4,866	3,178	15,318	212	11
-3,553	000000	3,870	4,890	3,203	15,317	211	11
-3,571	000000	3,888	4,909	3,222	15,317	218	11
-3,587	000000	3,907	4,927	3,239	15,319	212	11
-3,606	000000	3,925	4,946	3,258	15,319	220	11
-3,626	000000	3,944	4,964	3,277	15,318	222	11
-3,644	000000	3,962	4,983	3,295	15,318	222	11
-3,667	000000	3,987	5,007	3,320	15,320	222	11
-3,684	000000	4,005	5,026	3,338	15,321	218	11
-3,702	000000	4,024	5,045	3,357	15,321	224	11
-3,722	000000	4,042	5,063	3,375	15,320	223	11
-3,741	000000	4,061	5,082	3,394	15,320	222	11
-3,759	000000	4,079	5,101	3,413	15,320	222	11
-3,782	000000	4,104	5,125	3,437	15,322	222	11
-3,801	000000	4,123	5,144	3,456	15,322	218	11
-3,819	000000	4,141	5,162	3,474	15,322	222	11
-3,836	000000	4,159	5,181	3,493	15,323	223	11
-3,856	000000	4,178	5,199	3,511	15,322	205	10
-3,873	000000	4,196	5,218	3,530	15,323	224	11
-3,893	000000	4,215	5,237	3,548	15,322	222	11
-3,919	000000	4,240	5,261	3,573	15,321	207	10
-3,932	000000	4,258	5,280	3,592	15,326	224	11
-3,954	000000	4,277	5,299	3,611	15,323	221	11
-3,972	000000	4,295	5,317	3,629	15,323	211	11
-3,990	000000	4,314	5,336	3,647	15,324	212	11
-4,009	000000	4,332	5,354	3,666	15,324	213	11
-4,031	000000	4,357	5,379	3,691	15,326	212	11
-4,051	000000	4,376	5,397	3,709	15,324	212	11
-4,069	000000	4,394	5,416	3,728	15,325	223	11
-4,089	000000	4,413	5,435	3,746	15,324	204	11
-4,106	000000	4,431	5,453	3,765	15,325	204	10
-4,125	000000	4,450	5,472	3,783	15,324	204	11
-4,151	000000	4,474	5,497	3,808	15,323	204	11
-4,169	000000	4,493	5,515	3,827	15,325	205	10
-4,186	000000	4,512	5,534	3,846	15,326	222	11
-4,259	000000	4,531	5,547	3,864	15,271	212	12
-4,242	000000	4,550	5,570	3,883	15,308	212	12
-4,271	000000	4,568	5,587	3,902	15,297	223	11
-4,308	000000	4,594	5,612	3,927	15,286	222	11
-4,286	000000	4,612	5,635	3,946	15,326	204	11
-4,365	000000	4,631	5,647	3,965	15,266	204	11
-4,418	000000	4,650	5,662	3,984	15,233	213	11
-4,437	000000	4,669	5,681	4,003	15,232	213	11
-4,454	000000	4,688	5,700	4,022	15,234	213	11
-4,478	000000	4,713	5,725	4,047	15,234	212	12
-4,496	000000	4,731	5,744	4,065	15,235	213	11
-4,515	000000	4,750	5,762	4,084	15,235	204	10
-4,535	000000	4,768	5,781	4,102	15,233	223	11
-4,550	000000	4,787	5,800	4,121	15,237	212	13
-4,571	000000	4,806	5,818	4,140	15,235	211	12
-4,596	000000	4,831	5,843	4,165	15,235	215	11
-4,614	000000	4,850	5,862	4,184	15,236	211	11
-4,635	000000	4,868	5,881	4,203	15,234	212	11
-4,652	000000	4,887	5,900	4,221	15,235	215	11
-4,670	000000	4,905	5,918	4,240	15,235	216	11
-4,686	000000	4,924	5,937	4,258	15,238	211	11
-4,706	000000	4,943	5,956	4,277	15,236	211	11
-4,732	000000	4,967	5,980	4,302	15,235	213	11
-4,750	000000	4,986	5,999	4,320	15,237	213	11
-4,767	000000	5,005	6,018	4,339	15,237	222	12
-4,786	000000	5,023	6,036	4,357	15,237	208	11
-4,804	000000	5,042	6,055	4,376	15,237	217	12
-4,822	000000	5,060	6,074	4,395	15,238	223	11
-4,848	000000	5,085	6,099	4,420	15,237	214	11
-4,864	000000	5,104	6,117	4,438	15,240	211	10
-4,884	000000	5,123	6,136	4,457	15,238	224	11
-4,898	000000	5,142	6,155	4,476	15,243	222	11
-4,920	000000	5,160	6,173	4,494	15,240	206	10
-4,940	000000	5,179	6,192	4,513	15,239	222	11
-4,965	000000	5,203	6,217	4,538	15,239	222	11
-4,985	000000	5,222	6,236	4,557	15,238	205	10
-5,000	000000	5,241	6,255	4,576	15,241	224	11
-5,021	000000	5,260	6,274	4,595	15,239	223	11
-5,036	000000	5,278	6,292	4,613	15,242	209	11
-5,054	000000	5,297	6,311	4,632	15,243	220	11
